3600 15:9:44 0 0 0 0.000000 0 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
13933 18:1:57 0 0 0 0.000000 0 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
57048 6:0:32 1 22 0 0.000000 0 0.000000 0 1 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 1 16 0 0.000000 0 0.000000 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 1 12 0 0.000000 0 0.000000 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
61917 7:21:41 0 22 2705 0.009982 4869 0.008215 0 1 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 16 3006 0.008982 3006 0.009980 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 12 2465 0.010953 2465 0.012170 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
61917 7:21:41 0 0 2705 0.009982 4080 0.009804 0 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 3006 0.008982 3006 0.009980 0 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 2465 0.010953 2897 0.010356 0 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
61917 7:21:41 0 0 2705 0.009982 4080 0.009804 0 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 3006 0.008982 3006 0.009980 0 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 2465 0.010953 2897 0.010356 0 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
100318 18:1:42 0 0 2705 0.009982 4080 0.009804 0 1 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 3006 0.008982 3006 0.009980 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 2465 0.010953 2897 0.010356 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
143430 6:0:14 1 16 2705 0.009982 4080 0.009804 0 1 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 1 13 3006 0.008982 3006 0.009980 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 1 16 2465 0.010953 2897 0.010356 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
147396 7:6:20 0 16 4053 0.007401 4033 0.009917 0 0 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 13 3226 0.009297 2904 0.010330 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 16 2971 0.010096 2961 0.010128 0 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
147396 7:6:20 0 0 4458 0.007401 3514 0.011383 67 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 3548 0.009297 3134 0.009572 140 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 3655 0.010096 2961 0.010132 -104 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
147396 7:6:20 0 0 4458 0.007401 3514 0.011383 67 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 3548 0.009297 3134 0.009572 140 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 3655 0.010096 2961 0.010132 -104 1 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
186694 18:1:18 0 0 4458 0.007401 3514 0.011383 67 0 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 3548 0.009297 3134 0.009572 140 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 3655 0.010096 2961 0.010132 -104 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
229862 6:0:46 1 8 4458 0.007401 3514 0.011383 67 1 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 1 5 3548 0.009297 3134 0.009572 140 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 1 4 3655 0.010096 2961 0.010132 -104 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
233227 6:56:51 0 8 4458 0.007401 3514 0.011383 67 0 40 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 5 3548 0.009297 3134 0.009572 140 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 4 3655 0.010096 2961 0.010132 -104 1 30 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
