3600 11:44:10 0 0 0 0.000000 0 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 
69398 6:0:48 1 0 0 0.000000 0 0.000000 0 0 0 1 27 0 0.000000 0 0.000000 0 1 0 1 0 0 0.000000 0 0.000000 0 0 0 1 0 0 0.000000 0 0.000000 0 0 0 1 0 0 0.000000 0 0.000000 0 0 0 1 29 0 0.000000 0 0.000000 0 1 0 1 0 0 0.000000 0 0.000000 0 0 0 1 0 0 0.000000 0 0.000000 0 0 0 1 0 0 0.000000 0 0.000000 0 0 0 1 29 0 0.000000 0 0.000000 0 1 0 1 0 0 0.000000 0 0.000000 0 0 0 1 0 0 0.000000 0 0.000000 0 0 0 
77029 8:7:59 0 0 0 0.000000 0 0.000000 0 0 0 0 27 9157 0.003276 7631 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 29 7476 0.004012 6729 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 29 8344 0.003595 7510 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
77029 8:7:59 0 0 0 0.000000 0 0.000000 0 0 0 0 27 9157 0.003276 7631 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 29 7476 0.004012 6894 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 29 8344 0.003595 7520 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
77029 8:7:59 0 0 0 0.000000 0 0.000000 0 0 0 0 27 9157 0.003276 7631 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 29 7476 0.004012 6894 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 29 8344 0.003595 7520 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
112661 18:1:51 0 0 0 0.000000 0 0.000000 0 0 0 0 27 9157 0.003276 7631 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 29 7476 0.004012 6894 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 29 8344 0.003595 7520 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 0 0 0 0.000000 0 0.000000 0 0 0 
155752 6:0:2 1 33 0 0.000000 0 0.000000 0 1 40 1 27 9157 0.003276 7631 0.000000 0 0 40 1 0 0 0.000000 0 0.000000 0 0 40 1 0 0 0.000000 0 0.000000 0 0 40 1 31 0 0.000000 0 0.000000 0 1 30 1 29 7476 0.004012 6894 0.000000 0 0 30 1 0 0 0.000000 0 0.000000 0 0 30 1 0 0 0.000000 0 0.000000 0 0 30 1 21 0 0.000000 0 0.000000 0 1 30 1 29 8344 0.003595 7520 0.000000 0 0 30 1 0 0 0.000000 0 0.000000 0 0 30 1 0 0 0.000000 0 0.000000 0 0 30 
166692 9:2:22 0 33 6853 0.003940 10279 0.003891 0 1 40 0 27 9157 0.003276 7631 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 40 0 31 10940 0.002468 10940 0.002742 0 1 30 0 29 7476 0.004012 6894 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 21 6371 0.004238 6371 0.004709 0 1 30 0 29 8344 0.003595 7520 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 
166692 9:2:22 0 33 6853 0.003940 10525 0.003800 0 1 40 0 27 9157 0.003276 7631 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 40 0 31 10940 0.002468 10940 0.002742 0 1 30 0 29 7476 0.004012 6894 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 21 6371 0.004238 8279 0.003624 0 1 30 0 29 8344 0.003595 7520 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 
166692 9:2:22 0 33 6853 0.003940 10525 0.003800 0 1 40 0 27 9157 0.003276 7631 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 40 0 0 0 0.000000 0 0.000000 0 0 40 0 31 10940 0.002468 10940 0.002742 0 1 30 0 29 7476 0.004012 6894 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 21 6371 0.004238 8279 0.003624 0 1 30 0 29 8344 0.003595 7520 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 0 0 0 0.000000 0 0.000000 0 0 30 
